OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid
569977,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,,,0.65,0.65,CMUD,CMUD,YES,110,141,Corridor,South-Transit,Main_Kent,Vincent_Kourtnie,Manes_Tim,YES,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,26782.40576171875,982.9889178812492,"{'lng': -80.86672040221096, 'lat': 35.20158915862345}"
569978,2016-127,Steele Creek (1997) LLC,CC,CC,CD,SPA,LLW-PA,NO,6.02,6.02,CMUD,CMUD,YES,132,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2016/07/25 00:00:00+00,2016/11/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-127.aspx,,,,,,,,,,,,,,,,,,127263.13610839844,1478.990564805974,"{'lng': -80.97120677209493, 'lat': 35.16432180399839}"
569979,2010-072,"Quail Corners Associates, LLC",CC,CC,CD,SPA,,NO,14.4,14.4,CMUD,CMUD,YES,"157, 158",343,Wedge,South,Suttle_Bryman,Dhindaw_Jaya,Sanders_Sonja,,Yes,2010/08/23 00:00:00+00,2011/04/25 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2010-072.aspx,,Mix19,,,,,,,,,,,,,,,,785333.5191040039,3660.8460625369553,"{'lng': -80.85782990465914, 'lat': 35.116937681512674}"
569980,1985-033,,,O-6(CD),, ,,,,,,,,,,,,,,,,,,1985/06/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,70127.1616821289,1329.791287372067,"{'lng': -80.775995722906, 'lat': 35.19173565581013}"
569981,2019-081,"Tyvola Station Partners, LLC",I-2,TOD-CC,NC,no,none,NO,10.5,10.5,CMUD,CMUD,YES,"126, 134",,Corridor,South,Scott Correll,Grant Meacci,John Kinley,,,2019/05/08 08:39:58+00,2019/10/21 08:58:28+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-081.aspx,,,,,,,,,,,,,,,,,,468089.41162109375,3164.158245305614,"{'lng': -80.87966537218766, 'lat': 35.166501284455}"
569982,1987-002(C),,,R-12(CD),, ,,,,,,,,,,,,,,,,,,1987/02/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,1715883.4957885742,6226.8779796189765,"{'lng': -80.86258342339808, 'lat': 35.32529402730289}"
569983,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,,,1.6,1.6,CMUD,CMUD,YES,102,148,Corridor,South-Transit,Main_Kent,Vincent_Kourtnie,Manes_Tim,YES,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,91564.39990234375,1464.586294515135,"{'lng': -80.8587942653902, 'lat': 35.21328692963178}"
569984,2008-099,Don & Caroline Naysmith,R-3,MUDD-O,CD,no,,,4.6,4.6,CMUD,CMUD,YES,100,54,Wedge,East,Osborne_Alysia,Jones_Michelle,Keplinger_Tammie,YES,,2008/04/11 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,29693.998779296875,822.6991635346628,"{'lng': -80.74603827864512, 'lat': 35.22795310045458}"
569985,2002-042,,"R-22MF, O-2",INST(CD),,no,,,,,,,,,,,,,,,,,,2002/05/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-042%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,1071633.463684082,4842.606380321835,"{'lng': -80.89285388248922, 'lat': 35.21488610822038}"
569986,1986-025,,,R-9,, ,,,,,,,,,,,,,,,,,,1986/04/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,125536.23138427734,1622.7646736180359,"{'lng': -80.77082976580685, 'lat': 35.267799439927195}"
569987,1993-058A,,"O-2, R-22MF","R-22MF, R-8",,no,,,,,,,,,,,,,,,,,,1993/10/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,163722.14385986328,2491.1866366980494,"{'lng': -80.80013498896184, 'lat': 35.222232280122896}"
569988,2010-022,Housing Authority of the City of Charlotte,R-22MF,TOD-M(O),CD,no,,,,16.7,CMUD,CMUD,YES,99,16,Corridor,South-Transit,Main_Kent,Goodwin_Alan,Manes_Tim,YES,Yes,2009/12/28 00:00:00+00,2010/09/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,2096.6784057617188,339.9031723022688,"{'lng': -80.85293386779713, 'lat': 35.21414113945769}"
569989,2006-098,Ken Kayla Real Estate LLC,B-1(CD),B-2(CD),CD,no,CR/LW-PA,,,1.37,CMUD,CMUD,NO,64,399,,Northwest,Moore_Eddie,Howard_John,Keplinger_Tammie,YES,,,2006/09/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,73707.51776123047,1092.8261727088504,"{'lng': -80.98587147637926, 'lat': 35.30310504432443}"
569990,1995-007(C),,R-17MF,R-4,,no,,,,,,,,,,,,,,,,,,1995/02/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,982568.2046508789,4243.554844233687,"{'lng': -80.95999006461301, 'lat': 35.28889780017958}"
569991,2016-033,Randall C. Volyes & Brain R. Yow,UR-1(CD)(PED),UR-1(PED),NC,SPA,PED,NO,0.3,0.3,,,,,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2015/12/11 00:00:00+00,2016/04/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-033.aspx,,Resid5,,,,,,,,,,,,,,,,8300.814392089844,421.739101009998,"{'lng': -80.8567338504237, 'lat': 35.23960990476804}"
569992,1985-060(C),,,R-15(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,225631.13830566406,1965.556917760497,"{'lng': -80.95017450147405, 'lat': 35.15378252763307}"
569993,1999-117,,R-3,O-1(CD),,no,,,,,,,,,,,,,,,,,,1999/11/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,209101.29736328125,2209.3578387850303,"{'lng': -80.77112120157891, 'lat': 35.343607748733}"
569994,1986-049,,,I-1(CD),, ,,,,,,,,,,,,,,,,,,1986/07/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,150653.96942138672,1648.7589338544954,"{'lng': -80.8193698383784, 'lat': 35.225765225311456}"
569995,1990-024,,"R-9MF, I-1, I-2",I-1(CD),,no,,,,,,,,,,,,,,,,,,1990/04/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1308498.3537597656,5429.516703372978,"{'lng': -80.8896151393145, 'lat': 35.236827784455194}"
569996,2003-069,,R-22MF,B-1(CD),,no,,,,,,,,,,,,,,,,,,2003/09/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,20332.59051513672,608.9337252301132,"{'lng': -80.88320863531874, 'lat': 35.26494731033507}"
569997,2007-062,Bonterra Builders LLC,MUDD-O,MUDD-O,CD,SPA,,,11.11,11.11,PRV,PRV,YES,89,039,Corridor,Northeast-Transit,Cornett_Kathy,Dhindaw_Jaya,Fortune_Solomon,YES,,2007/02/23 00:00:00+00,2007/06/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,549262.462097168,3168.532967173627,"{'lng': -80.79846113444943, 'lat': 35.24715714867477}"
569998,2018-050,Somera Road Inc.,NS,NS,CD,SPA,none,NO,10.63,10.63,CMUD,CMUD,YES,183,,Wedge,South,Main_Kent,Grant Meacci,John Kinley,,,2018/03/26 00:00:00+00,2018/09/24 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-050.aspx,,,,,,,,,,,,,,,,,,519026.50372314453,3490.5504947885693,"{'lng': -80.86156644456537, 'lat': 35.041926351180656}"
569999,2019-165,Wood Partners,R-5,TOD-CC,NC,no,none,NO,4.0,4.0,CMUD,CMUD,YES,103,,Corridor,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,,,2019/11/01 13:52:20+00,2020/03/16 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-165.aspx,,,,,,,,,,,,,,,,,,15773.813598632812,514.4323418962457,"{'lng': -80.87526778696763, 'lat': 35.22821777662352}"
570000,2001-042,,"UR-1, UR-2",UR-3(CD),,no,,,,,,,,,,,,,,,,,,2001/05/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,264912.0922241211,2437.9335593218684,"{'lng': -80.85356508972409, 'lat': 35.23457805786506}"
570001,1994-009B,,O-2,R-8,,no,,,,,,,,,,,,,,,,,,1994/03/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,55889.72930908203,994.0019235570139,"{'lng': -80.87340359752989, 'lat': 35.156728360657844}"
570002,1999-062D,,O-2,R-22MF,,no,,,,,,,,,,,,,,,,,,1999/06/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,25818.262756347656,834.472806442694,"{'lng': -80.79100155844404, 'lat': 35.209001447193124}"
570003,1996-043,,R-3,R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1996/06/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,271850.66845703125,2292.9153919039104,"{'lng': -80.81116374280073, 'lat': 35.08847083441102}"
570004,1996-059,,"I-2, B-1",UMUD,,no,,,,,,,,,,,,,,,,,,1996/09/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,509938.72052001953,4516.039943088143,"{'lng': -80.8605689504555, 'lat': 35.211353031175804}"
570005,1989-017(C),,"R-12MF(CD), R-20MF, R-15MF(CD)",R-15(CD),,no,,,,,,,,,,,,,,,,,,1989/08/07 00:00:00+00,App,,,,,,,,,,,,,,,,,,,740373.3740844727,3704.912181186,"{'lng': -80.81416607247209, 'lat': 35.080147196581876}"
570006,2000-068,,"R-4, O-2, O-1(CD)",MX-2,,no,,,,,,,,,,,,,,,,,,2000/05/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2236430.8515625,7655.617515076342,"{'lng': -80.8503580436077, 'lat': 35.28045067235112}"
570007,2016-033,Randall C. Volyes & Brain R. Yow,UR-1(CD),UR-1,NC,no,none,NO,0.3,0.3,CMUD,CMUD,YES,88,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2015/12/11 00:00:00+00,2016/04/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-033.aspx,,Resid5,,,,,,,,,,,,,,,,12538.842346191406,536.0985862005703,"{'lng': -80.85635903978779, 'lat': 35.23960702718084}"
570008,2016-080,Durban Group,B-1,B-1(CD),CD,no,none,NO,1.31,1.31,CMUD,CMUD,YES,69,,,,,,,,,2016/03/28 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-080.aspx,,,,,,,,,,,,,,,,,,105313.24493408203,1708.790219462025,"{'lng': -80.85654973737672, 'lat': 35.28354414406576}"
570009,2011-071,Krzysztof Broszkiewicz,B-2,B-2(CD),CD,,,,1.02,1.02,,,,,,Corridor,Central,Gonzalez_Alberto,Dhindaw_Jaya,Fortune_Solomon,,,,2012/01/17 00:00:00+00,Den,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-071.aspx,NO,,,,,,,,,,,,,,,,,16718.732055664062,538.1495829914766,"{'lng': -80.78860805903828, 'lat': 35.24834116267049}"
570010,2008-008,"Castle Rock Partners, LLC",R-3,UR-2,NC,no,,,1.88,1.88,CMUD,CMUD,YES,135,127,Wedge,South,Main_Kent,Urban Design Team,Drake_Tom,WD,,2007/09/26 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,96109.65753173828,1390.9121763551286,"{'lng': -80.8449407536006, 'lat': 35.15194481690186}"
570011,2000-012(C),,R-3,MX-2,,no,,,,,,,,,,,,,,,,,,2000/04/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,5388931.292053223,11904.679374204175,"{'lng': -80.6861062475674, 'lat': 35.23758675573914}"
570012,2008-099,Don & Caroline Naysmith,B-2(CD),MUDD-O,CD,SPA,,,4.6,4.6,CMUD,CMUD,YES,100,54,Wedge,East,Osborne_Alysia,Jones_Michelle,Keplinger_Tammie,YES,,2008/04/11 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,211946.45611572266,1932.070338485624,"{'lng': -80.74648779237413, 'lat': 35.226791655508194}"
570013,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,103,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,123804.67205810547,1655.7504102982189,"{'lng': -80.86363040876341, 'lat': 35.211438945336425}"
570014,1989-084,,"R-15, B-1",B-1SCD,,no,,,,,,,,,,,,,,,,,,1989/11/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1400345.4095458984,5020.864735079889,"{'lng': -80.68919972081974, 'lat': 35.213311704272655}"
570015,1989-104,,"O-6, B-1",R-6,,no,,,,,,,,,,,,,,,,,,1990/03/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,61885.946533203125,1127.181271990454,"{'lng': -80.8592471689379, 'lat': 35.206859213589695}"
570016,2017-048,"Camp Greene Properties, LLC",R-5,MUDD-O,CD,no,none,NO,0.357,0.357,CMUD,CMUD,YES,101,,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2017/02/23 00:00:00+00,2017/06/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-048.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,10064.460754394531,401.9588842294436,"{'lng': -80.81926945388926, 'lat': 35.22666609930098}"
570017,2009-034,Housing Authority of the City of Charlotte,O-2,TOD-M,NC,no,,,2.1676,2.1676,CMUD,CMUD,YES,99,16,Corridor,South-Transit,Main_Kent,Goodwin_Alan,Drake_Tom,YES,,2009/02/23 00:00:00+00,2009/06/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-034.aspx,,,,,,,,,,,,,,,,,,93184.85510253906,1204.8903091248203,"{'lng': -80.85229778625252, 'lat': 35.21578967364499}"
570018,1998-018(C),,R-3,R-4,,no,,,,,,,,,,,,,,,,,,1998/05/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1370797.7717285156,5856.440106663813,"{'lng': -80.72457577003254, 'lat': 35.27369601211047}"
570019,2004-056,Tuscan Development,B-2,UR-2(CD),CD,no,,,1.0721,1.44,CMUD,CMUD,YES,"88,102",26,,Northeast-Transit,Cornett_Kathy,Howard_John,Sanders_Sonja,YES, ,2004/02/23 00:00:00+00,2004/07/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-056%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,46703.80114746094,1045.0008420494312,"{'lng': -80.82618845559502, 'lat': 35.23409151063284}"
570020,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,429939.03826904297,3649.7174805894265,"{'lng': -80.86761373644165, 'lat': 35.20453482537904}"
570021,2019-014,Mission Properties ,I-2,TOD-M(CD),CD,no,none,NO,1.06,1.06,CMUD,CMUD,YES,134,,Corridor,South,Kent Main,Grant Meacci,John Kinley,,,2019/01/14 08:52:04+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-014.aspx,,,,,,,,,,,,,,,,,,59491.916931152344,1003.5454861396577,"{'lng': -80.87883404853869, 'lat': 35.16108514841532}"
570022,1997-056,,"R-3, B-1, O-1",O-1(CD),,no,,,,,,,,,,,,,,,,,,1997/09/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,31065.796813964844,869.3105882069817,"{'lng': -80.68888829702021, 'lat': 35.21091531437242}"
570023,2019-102,City of Charlotte,I-1,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,126,,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,188462.74432373047,2135.6617454606285,"{'lng': -80.8795119587582, 'lat': 35.18826754486841}"
570024,1993-067E,,"I-1, I-2",B-2,,no,,,,,,,,,,,,,,,,,,1993/10/25 00:00:00+00,App,,,,,,,,,,,,,,,,,,,773794.71484375,3688.8806538516815,"{'lng': -80.87608985686376, 'lat': 35.19135629959964}"
570025,1993-070A,,R-22MF,R-8,,no,,,,,,,,,,,,,,,,,,1993/10/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,324954.21130371094,2410.624606889352,"{'lng': -80.84201422385766, 'lat': 35.1777542196202}"
570026,2006-163,Victory Christian Center,I-1,O-1,NC,no,,,4.0,4.0,CMUD,CMUD,YES,148,347,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Keplinger_Tammie,YES,,2006/09/18 00:00:00+00,2007/01/16 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,122873.3510131836,1506.9800243686825,"{'lng': -80.89130726906441, 'lat': 35.129072094511606}"
570027,1998-099,,B-2(CD),O-1(CD),,no,,,,,,,,,,,,,,,,,,1998/11/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,481150.4893798828,2919.3410375888525,"{'lng': -80.92403746738442, 'lat': 35.240866517683166}"
570028,1986-020(C),,,O-15,, ,,,,,,,,,,,,,,,,,,1986/12/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,60527.65850830078,1005.6518023627593,"{'lng': -80.8149662891201, 'lat': 35.30410143768413}"
570029,1997-024,,R-3,R-4,,no,,,,,,,,,,,,,,,,,,1997/04/22 00:00:00+00,App,,,,,,,,,,,,,,,,,,,66294.13958740234,1255.4516717373422,"{'lng': -80.75822201611744, 'lat': 35.13129405164981}"
570030,1985-051(C),,,R-15,, ,,,,,,,,,,,,,,,,,,1985/12/02 00:00:00+00,,,,,,,,,,,,,,,,,,,,502107.8828125,3986.502827800913,"{'lng': -80.96310626754558, 'lat': 35.14454399176237}"
570031,2018-140,Profile Management LLC,R-3,R-8MF(CD),CD,no,none,NO,11.87,11.87,CMUD,CMUD,NO,41,,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2018/11/16 16:56:48+00,2019/03/18 00:00:07+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-140.aspx,,,,,,,,,,,,,,,,,,509881.7797241211,3985.7758150020095,"{'lng': -80.73487299880544, 'lat': 35.35682219307395}"
570032,1989-017(C),,"R-20MF, R-15MF(CD)",R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1989/08/07 00:00:00+00,App,,,,,,,,,,,,,,,,,,,852940.0718994141,4615.379863754536,"{'lng': -80.81959429219172, 'lat': 35.06538577639232}"
570033,2004-071,State Street Companies,R-3,R-12MF(CD),CD,no,,,40.2467,40.25,CMUD,CMUD,NO,"37,44",418,,Northwest,Gillon_Joyce,Howard_John,Keplinger_Tammie,NO, ,2004/04/26 00:00:00+00,2004/09/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-071%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,1753139.2999267578,5994.722883675097,"{'lng': -80.85790604317148, 'lat': 35.36414472583072}"
570034,2017-139,City salvage I,I-1,I-2,NC,no,none,NO,0.685,0.685,CMUD,CMUD,YES,79,,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,,,2017/08/25 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-139.aspx,,,,,,,,,,,,,,,,,,36710.052490234375,767.0298403869831,"{'lng': -80.83587990805523, 'lat': 35.268462141144205}"
570035,2005-044,Peter J. Jugis,R-3,NS,CD,no,,,2.83,1.7,CMUD,CMUD,YES,181,471,,South,Main_Kent,Dixon_Bridget,Drake_Tom,NO,Yes,2004/12/28 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-044%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,123277.24139404297,1528.1808009087845,"{'lng': -80.81183916749785, 'lat': 35.0551428639654}"
570036,1986-026,,,R-15MF(CD),, ,,,,,,,,,,,,,,,,,,1986/05/19 00:00:00+00,,,,,,,,,,,,,,,,,,,,238262.12896728516,2232.7076118518944,"{'lng': -80.65712821534392, 'lat': 35.24313347533074}"
570037,2006-065,Sarah Malinda Wallace,R-3,R-8(CD),CD,no,,,2.71,2.71,CMUD,CMUD,YES,167,120,,South,Main_Kent,Dixon_Bridget,Drake_Tom,YES,,2006/02/27 00:00:00+00,2006/06/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,131631.21612548828,1546.3600393429047,"{'lng': -80.840312839666, 'lat': 35.09704525398795}"
570038,1986-004(C),,,R-20MF,, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,273386.2123413086,2534.436889989362,"{'lng': -80.80781887164635, 'lat': 35.077522811487}"
570039,2006-007,Janette Skyers,R-3,INST(CD),CD,no,,,2.0996,2.1,CMUD,CMUD,NO,50,408,,Northwest,Moore_Eddie,Howard_John,Sanders_Sonja,YES,,2005/10/25 00:00:00+00,2006/05/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,91459.29901123047,1715.2309277968716,"{'lng': -80.86974570891577, 'lat': 35.32747254817923}"
570040,2018-141,Broadstreet Homes - Michael Iagnemma,R-3,R-4,NC,no,none,NO,17.9,17.9,CMUD,CMUD,YES,"92,93",,Wedge,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,,,2018/11/14 17:34:47+00,2019/03/18 00:00:07+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-141.aspx,,,,,,,,,,,,,,,,,,817746.9268798828,3864.575173662802,"{'lng': -80.66097626255956, 'lat': 35.24609182394192}"
570041,1996-092,,R-17MF,R-6,,no,,,,,,,,,,,,,,,,,,1997/03/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1201129.573852539,5542.253998211731,"{'lng': -80.92617537642853, 'lat': 35.284326578227734}"
570042,1999-062B,,B-1,R-4,,no,,,,,,,,,,,,,,,,,,1999/06/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,9183.469787597656,485.53932889364927,"{'lng': -80.78990032209978, 'lat': 35.20723771984462}"
570043,1994-097,,O-15(CD),B-1(CD),,no,,,,,,,,,,,,,,,,,,1995/01/23 00:00:00+00,App,,,,,,,,,,,,,,,,,,,386727.46154785156,2670.182931221994,"{'lng': -80.74225067476094, 'lat': 35.29390996633591}"
570044,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,252151.5653076172,2752.7619344229424,"{'lng': -80.87094331785373, 'lat': 35.20275677445861}"
570045,2015-107,"D. R. Horton, Inc.",MX-2(INNOV),MX-2(INNOV),CD,SPA,none,YES,12.99,12.99,CMUD,CMUD,YES,52,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,NO,2015/07/24 00:00:00+00,2016/01/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-107.aspx,,Resid8,,,,,,,,,,,,,,,,460613.5338745117,3167.102784812484,"{'lng': -80.81309120299574, 'lat': 35.33626223277604}"
570046,1993-055A,,"O-2, R-22MF",R-5,,no,,,,,,,,,,,,,,,,,,1993/10/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,4776066.855224609,18619.246710070176,"{'lng': -80.80460212786473, 'lat': 35.24343011125449}"
570047,1989-100,,"B-2, I-2",B-1,,no,,,,,,,,,,,,,,,,,,1990/03/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,617750.8518676758,4940.829253895389,"{'lng': -80.85720008460548, 'lat': 35.21324958952672}"
570048,2019-108,"J.S. & Associates, Inc.",R-3,R-8MF(CD),CD,no,none,NO,13.21,13.21,CMUD,CMUD,YES,58,,Wedge,West,Charlotte Lamb,Grant Meacci,Michael Russell,,,2019/06/28 14:01:42+00,2019/12/16 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-108.aspx,,,,,,,,,,,,,,,,,,594649.1701049805,3573.6240357974248,"{'lng': -80.7752587834796, 'lat': 35.30231320684641}"
570049,1985-024(C),,,R-20MF,, ,,,,,,,,,,,,,,,,,,1985/07/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,951405.9327392578,4337.766039748991,"{'lng': -80.97318783635957, 'lat': 35.118219424109974}"
570050,1989-017(C),,"R-20MF, R-15MF(CD)",R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1989/08/07 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1031176.0598754883,4909.85031392678,"{'lng': -80.80787013107218, 'lat': 35.06647660922905}"
570051,1993-008(C),,R-MH,I-1,,no,,,,,,,,,,,,,,,,,,1993/06/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2004436.0624389648,6525.717810596982,"{'lng': -80.83804235653967, 'lat': 35.32951275858703}"
570052,1998-117,,"R-9(CD), R-12MF(CD), B-2",R-4(CD),,no,,,,,,,,,,,,,,,,,,1999/06/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,956858.1640625,4809.026501319408,"{'lng': -80.78051046214024, 'lat': 35.265466838837234}"
570053,2004-073,"Cambridge-Eastfield, LLC",MX-2,NS,CD,no,,,0.4293,1.55,CMUD,CMUD,YES,39,452,,Northeast,Moore_Eddie,Dixon_Bridget,Manes_Tim,YES, ,2004/04/26 00:00:00+00,2004/09/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-073%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,18703.41650390625,617.6441847566006,"{'lng': -80.78333104029568, 'lat': 35.384594909167404}"
570054,2000-006,,R-3,R-4(CD),,no,,,,,,,,,,,,,,,,,,2000/03/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1163036.5811157227,7324.677301112847,"{'lng': -80.74362025719353, 'lat': 35.07197202931298}"
