,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
1631,378,2014,Campus Works,I-2,B-2(PED),NC,no,NO,0.49700000000000005,CMUD,CMUD,YES,Corridor,Central,Gonzalez_Alberto,Jones_Michelle,Fortune_Solomon,2014/06/20 00:00:00+00,2014/11/17 00:00:00+00,App,1.2,833.0,90.1,39.0,8.7,4.0,69.0,,122.0,22.31,88.0,70.12987012987013,75.92592592592592,60.0,3.4090909090909087,1759.0,2.0,65.0,,,,51.0,,
1632,378,2016,The Drakeford Company,B-1,MUDD(CD),CD,no,NO,0.35,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/03/23 00:00:00+00,2016/09/19 00:00:00+00,App,0.0,886.0,80.9,41.0,12.0,,72.0,19.3,132.0,26.7,90.0,79.73,83.6,45.5,2.0,2853.0,,86.0,3.6,5.0,4397.0,,1.34,1.9
1633,378,2016,"Three Publicans, LLC",B-2,MUDD-O,NC,no,NO,0.25,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sonja Sanders,2016/06/15 00:00:00+00,2016/11/21 00:00:00+00,App,0.0,886.0,80.9,41.0,12.0,,72.0,19.3,132.0,26.7,90.0,79.73,83.6,45.5,2.0,2853.0,,86.0,3.6,5.0,4397.0,,1.34,1.9
1634,378,2018,Seahawk Partner Holdings LLC,R-5,NS,CD,no,NO,0.17800000000000002,CMUD,CMUD,YES,Wedge,East,Rosen Mandy,Grant Meacci,Sanders_Sonja,2018/08/27 00:00:00+00,2020/03/16 00:00:00+00,App,,1130.0,,47.0,,,,20.3,125.0,,,,,,,2644.0,,75.0,3.6,5.0,4883.0,,1.34,1.9
1635,378,2015,"DPJ Residential, LLC",MUDD(CD),MUDD(CD),CD,SPA,NO,0.6,CMUD,CMUD,YES,Corridor,Central,Gonzalez_Alberto,Goodwin_Alan,John Kinley,2015/02/23 00:00:00+00,2015/06/15 00:00:00+00,App,,863.0,,40.0,,4.0,,19,,23.23,100.0,70.6666666666667,84.21,70.59,4.52830188679245,1037.0,4.0,37.0,3.6,5.0,4350.0,51.0,1.34,1.9
1636,378,2018,"Unique Southern Estates, LLC",R-5(HD),MUDD-O,CD,no,NO,4.54,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/02/09 00:00:00+00,2018/06/18 00:00:00+00,App,,1130.0,,47.0,,,,20.3,125.0,,,,,,,2644.0,,75.0,3.6,5.0,4883.0,,1.34,1.9
1637,380,2014,"Hawthorn Retirement, LLC",R-3,INST(CD),CD,no,NO,10.01,CMUD,CMUD,YES,Wedge,South,Main_Kent,Dixon_Bridget,,2013/11/25 00:00:00+00,2014/06/23 00:00:00+00,App,1.2,135.0,83.3,7.0,8.3,1.0,74.0,,232.0,92.81,100.0,92.98245614035088,90.04739336492891,93.42105263157895,4.1530054644808745,2123.0,3.0,60.0,,,,,,
1638,381,2014,"Marsh Properties, LLC",O-2,MUDD-O,CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1639,381,2015,"David Powlen, RLA",R-17MF,B-2,NC,no,NO,0.28,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Goodwin_Alan,Fortune_Solomon,2015/03/23 00:00:00+00,2015/07/20 00:00:00+00,App,,709.0,,41.0,,11.0,,25.8,,68.42,71.0,47.7272727272727,28.21,50.0,18.3673469387755,348.0,2.0,17.0,1.6,6.0,3092.0,254.0,1.29,1.7
1640,381,2014,"Marsh Properties, LLC",R-8,MUDD-O,CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1641,381,2019,Investicore LLC,I-2,TOD-CC,NC,no,NO,1.74,CMUD,CMUD,YES,Corridor,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,2019/02/05 11:16:17+00,2019/06/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1642,381,2014,"Marsh Properties, LLC",B-1,MUDD-O,CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1643,381,2015,Lennar Multifamily Communities,I-2,TOD-M,NC,no,NO,4.69,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Gonzalez_Alberto,Fortune_Solomon,2015/06/18 00:00:00+00,2015/10/19 00:00:00+00,App,,709.0,,41.0,,11.0,,25.8,,68.42,71.0,47.7272727272727,28.21,50.0,18.3673469387755,348.0,2.0,17.0,1.6,6.0,3092.0,254.0,1.29,1.7
1644,381,2014,"Marsh Properties, LLC",R-17MF,MUDD-O,CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1645,381,2014,"Marsh Properties, LLC",R-8,UR-2(CD),CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1646,381,2014,"Marsh Properties, LLC",O-2,UR-2(CD),CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1647,381,2015,"Bainbridge Communities Acquisition, LLC",I-2,TOD-RO,CD,no,NO,1.6,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2015/09/08 00:00:00+00,2016/01/19 00:00:00+00,App,,709.0,,41.0,,11.0,,25.8,,68.42,71.0,47.7272727272727,28.21,50.0,18.3673469387755,348.0,2.0,17.0,1.6,6.0,3092.0,254.0,1.29,1.7
1648,381,2015,"Bainbridge Communities Acquisition, LLC",TOD-M,TOD-RO,CD,no,NO,1.6,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2015/09/08 00:00:00+00,2016/01/19 00:00:00+00,App,,709.0,,41.0,,11.0,,25.8,,68.42,71.0,47.7272727272727,28.21,50.0,18.3673469387755,348.0,2.0,17.0,1.6,6.0,3092.0,254.0,1.29,1.7
1649,381,2019,"Lake Mather, LLC",R-4,UR-1(CD),CD,no,NO,0.18,CMUD,CMUD,YES,Wedge,Central,Catherine Mahoney,Grant Meacci,Claire Lyte-Graham,2019/05/10 00:00:00+00,2019/11/18 13:54:27+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1650,381,2019,Investicore LLC,I-1,TOD-CC,NC,no,NO,1.74,CMUD,CMUD,YES,Corridor,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,2019/02/05 11:16:17+00,2019/06/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1651,381,2014,"Marsh Properties, LLC",B-2,MUDD-O,CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1652,381,2014,"Marsh Properties, LLC",R-17MF,UR-2(CD),CD,no,NO,,CMUD,CMUD,YES,Corridor,Central,Main_Kent,Dixon_Bridget,,2014/04/28 00:00:00+00,2014/11/17 00:00:00+00,App,1.0,607.0,77.8,35.0,3.0,8.0,72.0,,114.0,64.93,80.0,57.99999999999999,17.02127659574468,20.0,12.162162162162163,920.0,3.0,51.0,,,,238.0,,
1653,382,2016,"Argos Real Estate Advisors, Inc.",I-2,MUDD-O,CD,no,NO,28.0,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2016/06/10 00:00:00+00,2019/07/15 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1654,382,2016,"Johnson C. Smith University, Inc.",R-22MF(PED),MUDD-O(PED),CD,no,NO,1.61,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/06 00:00:00+00,2016/04/18 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1655,382,2016,"Johnson C. Smith University, Inc.",B-1(PED),MUDD-O(PED),CD,no,NO,1.61,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/06 00:00:00+00,2016/04/18 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1656,382,2019,Hopper Communities,R-8,UR-2(CD),CD,no,NO,2.39,CMUD,CMUD,YES,Wedge,West,Alberto Gonzalez,Grant Meacci,Lisa Arnold,2019/04/30 08:54:58+00,2019/10/21 08:56:38+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1657,382,2016,"Argos Real Estate Advisors, Inc.",I-1,MUDD-O,CD,no,NO,28.0,CMUD,CMUD,NO,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2016/06/10 00:00:00+00,2019/07/15 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1658,382,2016,Randall C. Volyes & Brain R. Yow,UR-1(CD)(PED),UR-1(PED),NC,SPA,NO,0.3,,,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/12/11 00:00:00+00,2016/04/18 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1659,382,2016,Randall C. Volyes & Brain R. Yow,UR-1(CD),UR-1,NC,no,NO,0.3,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/12/11 00:00:00+00,2016/04/18 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1660,382,2016,"Johnson C. Smith University, Inc.",B-1(PED),MUDD-O(PED),CD,no,NO,1.61,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/06 00:00:00+00,2016/04/18 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1661,382,2016,"Johnson C. Smith University, Inc.",R-22MF,MUDD-O,CD,no,NO,1.61,CMUD,CMUD,YES,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/11/06 00:00:00+00,2016/04/18 00:00:00+00,App,2.3,0.0,64.8,0.0,13.6,,63.0,20.7,108.0,68.4,71.0,24.64,8.9,30.0,21.0,1249.0,,56.0,11.3,7.0,3033.0,,1.38,1.8
1662,383,2017,"Pulte Home Company, LLC",R-8(CD),UR-2(CD),CD,no,NO,9.14,CMUD,CMUD,YES,Wedge,South,Main_Kent,Grant Meacci,John Kinley,2017/01/20 00:00:00+00,,Wd,,495.0,,52.0,,18.0,,29,,80.0,83.0,33.9,24.1,21.9,16.0,489.0,,23.0,2.8,7.0,4140.0,,1.29,1.7
1663,384,2017,Charlotte Rescue Mission,MUDD,NS,CD,no,NO,1.37,CMUD,CMUD,YES,Center City Activity Center,Central,Kathy Cornett,Goodwin_Alan,Fortune_Solomon,2017/06/22 00:00:00+00,2017/11/20 00:00:00+00,App,,1386.0,,67.0,,3.0,,38,,50.0,,28.0,22.2,,21.0,787.0,,14.0,3.1,14.0,4844.0,,1.44,1.8
1664,384,2018,"Lincoln Harris, LLC",U-MUD,U-MUD-O,CD,no,NO,2.18,CMUD,CMUD,YES,Center City Activity Center,Central,Catherine Mahoney,Grant Meacci,Fortune_Solomon,2018/09/14 00:00:00+00,2018/12/17 00:00:00+00,App,,1885.0,,67.0,,,,39.4,116.0,,,,,,,2630.0,,56.0,3.1,15.0,5235.0,,1.44,1.8
1665,384,2016,Luxity LLC,UR-1,UR-2(CD),CD,no,NO,0.27,CMUD,CMUD,NO,Center City Activity Center,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2016/07/25 00:00:00+00,2017/07/17 00:00:00+00,App,0.0,1208.0,72.9,66.0,12.5,,57.0,39.1,113.0,45.7,,22.22,66.7,,10.0,1966.0,,71.0,3.1,11.0,3648.0,,1.44,1.8
1666,384,2019,Panthers Stadium,MUDD,MUDD-O,CD,no,NO,8.6,CMUD,CMUD,YES,Center City Activity Center,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,2019/03/07 09:20:24+00,2019/07/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1667,384,2017,The Committee to Restore and Preserve Third Ward,UR-1,MUDD-O,CD,no,NO,0.17,CMUD,CMUD,YES,Center City Activity Center,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2017/03/20 00:00:00+00,2017/09/18 00:00:00+00,App,,1386.0,,67.0,,3.0,,38,,50.0,,28.0,22.2,,21.0,787.0,,14.0,3.1,14.0,4844.0,,1.44,1.8
1668,384,2017,"Lincoln Harris, LLC",UMUD,UMUD-O,CD,no,NO,2.13,CMUD,CMUD,YES,Center City Activity Center,Central,Kathy Cornett,Alan Goodwin,Fortune_Solomon,2017/06/23 00:00:00+00,2017/11/20 00:00:00+00,App,,1386.0,,67.0,,3.0,,38,,50.0,,28.0,22.2,,21.0,787.0,,14.0,3.1,14.0,4844.0,,1.44,1.8
1669,384,2018,WeWork Companies Inc.,UMUD,UMUD-O,CD,no,NO,0.82,CMUD,CMUD,YES,Center City Activity Center,Central,Catherine Mahoney,Grant Meacci,Fortune_Solomon,2018/07/18 00:00:00+00,2019/01/22 10:24:02+00,App,,1885.0,,67.0,,,,39.4,116.0,,,,,,,2630.0,,56.0,3.1,15.0,5235.0,,1.44,1.8
1670,384,2019,650 South Tryon Development LLC,U-MUD(O),U-MUD(O),CD,SPA,NO,0.644,CMUD,CMUD,YES,Center City Activity Center,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/10/07 09:34:37+00,2020/02/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1671,384,2016,Collin Brown,UMUD-O,UMUD,CD,no,NO,0.81,CMUD,CMUD,YES,Center City Activity Center,,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2016/02/15 00:00:00+00,2016/05/16 00:00:00+00,App,0.0,1208.0,72.9,66.0,12.5,,57.0,39.1,113.0,45.7,,22.22,66.7,,10.0,1966.0,,71.0,3.1,11.0,3648.0,,1.44,1.8
1672,384,2019,Panthers Stadium,UR-3,MUDD-O,CD,no,NO,8.6,CMUD,CMUD,YES,Center City Activity Center,Central,Catherine Mahoney,Grant Meacci,Solomon Fortune,2019/03/07 09:20:24+00,2019/07/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,,,,,,
1673,385,2017,"Double L Investments or Charlotte, LLP",B-1,B-D(CD),CD,no,NO,2.374,CMUD,CMUD,YES,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/09/17 00:00:00+00,2018/04/16 00:00:00+00,App,,26.0,,3.0,,43.0,,18.7,,66.0,81.0,18.3,18.2,23.1,23.0,392.0,,11.0,8.6,6.0,4927.0,,1.2,1.5
1674,386,2018,Eid Refaey,R-5,UR-2(CD),CD,no,NO,1.04,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,2018/04/19 00:00:00+00,2018/09/24 00:00:00+00,App,,208.0,,24.0,,,,19.8,91.0,,,,,,,757.0,,64.0,8.2,7.0,2027.0,,1.45,2.2
1675,386,2018,David Weekley Homes,R-22MF,UR-2(CD),CD,no,NO,5.79,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/08/23 00:00:00+00,2019/01/22 10:28:16+00,App,,208.0,,24.0,,,,19.8,91.0,,,,,,,757.0,,64.0,8.2,7.0,2027.0,,1.45,2.2
1676,386,2018,David Weekley Homes,O-2,UR-2(CD),CD,no,NO,5.79,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/08/23 00:00:00+00,2019/01/22 10:27:55+00,App,,208.0,,24.0,,,,19.8,91.0,,,,,,,757.0,,64.0,8.2,7.0,2027.0,,1.45,2.2
1677,386,2018,David Weekley Homes,R-5,UR-2(CD),CD,no,NO,5.79,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/08/23 00:00:00+00,2019/01/22 10:28:49+00,App,,208.0,,24.0,,,,19.8,91.0,,,,,,,757.0,,64.0,8.2,7.0,2027.0,,1.45,2.2
1678,386,2018,Melissa Jackson,R-5,UR-1,NC,no,NO,0.22,CMUD,CMUD,YES,Wedge,East,Mandy Rosen,Monica Holmes,Sonja Sanders,2018/03/21 00:00:00+00,,Wd,,208.0,,24.0,,,,19.8,91.0,,,,,,,757.0,,64.0,8.2,7.0,2027.0,,1.45,2.2
1679,386,2017,"Lat Purser & Associates, Inc.",I-1,TOD-M(O),CD,no,NO,1.146,CMUD,CMUD,YES,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2016/11/28 00:00:00+00,2017/04/17 00:00:00+00,App,,198.0,,24.0,,20.0,,18,,50.0,,29.0,35.3,,20.0,293.0,,18.0,8.2,7.0,1920.0,,1.45,2.2
1680,386,2015,Southern Apartment Group,MUDD-O,TOD-MO,CD,no,NO,3.63,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Dixon_Bridget,Lyte-Graham_Claire,2014/11/03 00:00:00+00,2015/09/21 00:00:00+00,App,,206.0,,24.0,,24.0,,16.9,,73.19,89.0,41.9354838709677,21.62,23.08,17.7631578947368,198.0,2.0,16.0,8.2,7.0,1955.0,69.0,1.45,2.2
1681,386,2015,"Blue Property Group, LLC",R-5,UR-1,NC,no,NO,0.11,CMUD,CMUD,YES,Wedge,Central,Gonzalez_Alberto,Goodwin_Alan,Sanders_Sonja,2015/03/23 00:00:00+00,2015/07/20 00:00:00+00,App,,206.0,,24.0,,24.0,,16.9,,73.19,89.0,41.9354838709677,21.62,23.08,17.7631578947368,198.0,2.0,16.0,8.2,7.0,1955.0,69.0,1.45,2.2
1682,386,2017,"Fine Plaza, LLC",B-1,MUDD-O,CD,no,NO,1.36,CMUD,CMUD,YES,Wedge,East,Amanda Vari,Monica Holmes,Sanders_Sonja,2017/03/23 00:00:00+00,2017/11/20 00:00:00+00,App,,198.0,,24.0,,20.0,,18,,50.0,,29.0,35.3,,20.0,293.0,,18.0,8.2,7.0,1920.0,,1.45,2.2
1683,387,2017,Pedcor Investments,I-1,R-12MF(CD),CD,no,NO,17.268,CMUD,CMUD,YES,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2017/10/20 00:00:00+00,2018/04/16 00:00:00+00,App,,426.0,,29.0,,48.0,,30.4,,73.0,82.0,24.5,25.4,27.3,18.0,298.0,,14.0,17.6,1.0,2307.0,,1.33,1.5
1684,387,2016,"CapRock, LLC",R-12MF,UR-2(CD),CD,no,NO,5.81,CMUD,CMUD,YES,Corridor,Northwest,Cataldo_Michael,Grant Meacci,Lyte-Graham_Claire,2016/08/18 00:00:00+00,2017/04/24 00:00:00+00,App,6.8,425.0,52.3,45.0,12.5,,68.0,30.2,137.0,72.8,76.0,19.59,20.9,33.3,16.0,1111.0,,57.0,17.6,1.0,2299.0,,1.33,1.4
1685,387,2016,"CapRock, LLC",B-1,UR-2(CD),CD,no,NO,5.81,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2016/08/18 00:00:00+00,2017/04/24 00:00:00+00,App,6.8,425.0,52.3,45.0,12.5,,68.0,30.2,137.0,72.8,76.0,19.59,20.9,33.3,16.0,1111.0,,57.0,17.6,1.0,2299.0,,1.33,1.4
1686,387,2016,"Air West Commerce Center II, LLC & EWM Holdings",I-2,I-1,NC,no,NO,6.04,CMUD,CMUD,YES,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/10/19 00:00:00+00,2016/02/15 00:00:00+00,App,6.8,425.0,52.3,45.0,12.5,,68.0,30.2,137.0,72.8,76.0,19.59,20.9,33.3,16.0,1111.0,,57.0,17.6,1.0,2299.0,,1.33,1.4
1687,387,2018,Florian & Oltita Balaj,R-17MF,I-2,NC,no,NO,0.21,CMUD,CMUD,YES,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,2018/05/21 00:00:00+00,2018/10/15 00:00:00+00,App,,267.0,,29.0,,,,31,125.0,,,,,,,721.0,,50.0,17.6,1.0,2339.0,,1.33,1.5
1688,387,2016,Charlotte-Douglas International Airport,R-17MF,I-2,NC,no,NO,2.02,CMUD,CMUD,YES,Corridor,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,2015/12/17 00:00:00+00,2016/03/21 00:00:00+00,App,6.8,425.0,52.3,45.0,12.5,,68.0,30.2,137.0,72.8,76.0,19.59,20.9,33.3,16.0,1111.0,,57.0,17.6,1.0,2299.0,,1.33,1.4
1689,388,2017,"J.S. & Son's Construction Company, LLC",R-22MF,UR-2(CD),CD,no,NO,3.7,CMUD,CMUD,YES,Corridor,Central,Kathy Cornett,Alan Goodwin,Solomon Fortune,2017/10/20 00:00:00+00,2018/11/19 10:52:52+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
1690,388,2014,Charlotte-Mecklenburg Planning Department,B-1,TOD-M,NC,no,NO,0.19,CMUD,CMUD,YES,Corridor,Central,,Goodwin_Alan,,2013/11/25 00:00:00+00,2014/03/17 00:00:00+00,App,5.8,0.0,73.1,0.0,15.4,16.0,67.0,,102.0,68.35,80.0,37.93103448275862,31.03448275862069,16.666666666666664,14.76510067114094,474.0,2.0,44.0,,,,273.0,,
1691,388,2018,Beacon Partners,B-1,TOD-M(O),CD,no,NO,1.84,CMUD,CMUD,YES,Corridor,Central,Catherine Mahoney,Grant Meacci,Fortune_Solomon,2018/11/21 14:23:22+00,2019/05/20 14:23:40+00,App,,515.0,,35.0,,,,23.9,101.0,,,,,,,1325.0,,65.0,7.0,8.0,3079.0,,1.49,1.9
1692,388,2017,"The Gold District of Charlotte, Inc.",I-2,I-2 TS,NC,no,NO,9.13,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2017/03/23 00:00:00+00,2017/07/17 00:00:00+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
1693,388,2017,"South End West Syndicate, LLC",R-8,TOD-R(O),CD,no,NO,0.75,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Grant Meacci,Fortune_Solomon,2017/12/18 00:00:00+00,2018/07/16 00:00:00+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
1694,388,2017,RAM Realty Advisors,MUDD,MUDD-O,CD,no,YES,1.42,CMUD,CMUD,YES,Corridor,Central,Kathy Cornett,Alan Goodwin,Solomon Fortune,2017/10/23 00:00:00+00,2018/02/19 00:00:00+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
1695,388,2017,Craig Calcasola,R-43MF,UR-1(CD),CD,no,NO,0.35,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2017/03/17 00:00:00+00,2017/07/17 00:00:00+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
1696,388,2019,"Lischerong Enterprises & Holdings, LLC",B-2,B-2 TS,NC,no,NO,0.52,CMUD,CMUD,YES,Corridor,Central,Catherine Mahoney,Grant Meacci,Claire Lyte-Graham,2019/04/30 08:46:44+00,,Wd,,,,,,,,,,,,,,,,,,,,,,,,
1697,388,2017,"The Gold District of Charlotte, Inc.",B-2,B-2 TS,NC,no,NO,9.13,CMUD,CMUD,YES,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,2017/03/23 00:00:00+00,2017/07/17 00:00:00+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
1698,388,2017,"J.S. & Son's Construction Company, LLC",R-5,UR-2(CD),CD,no,NO,3.7,CMUD,CMUD,YES,Corridor,Central,Kathy Cornett,Alan Goodwin,Fortune_Solomon,2017/10/20 00:00:00+00,2018/11/19 10:58:15+00,App,,206.0,,35.0,,8.0,,23.9,,77.0,92.0,60.0,42.6,,12.0,513.0,,19.0,7.0,8.0,3045.0,,1.49,1.9
